var_negocio_1,marg_cont,tipo_contacto_otro,var_negocio_5,ratio_ingresos_deuda,tipo_contacto_telefono_fijo,vlr_ingresos,ingresos_per_capita,target,nro_contactos,var_negocio_3,var_negocio_4,dias_ultima_camp,mes_contacto_may,buro_max_deuda,ratio_deuda_creditos,mes_contacto_mar,mes_contacto_sep,edad,var_negocio_2,mes_contacto_oct
1.1,37232.72050095269,0,5191,0.3385392488198405,1,1861636.0250476345,45405.75670847889,0,0,-36.4,4857,999,1,5499025.686201414,916504.281033569,0,0,41,93994,0
1.1,17097.604907897516,0,5191,0.06699511047423425,1,854880.2453948758,16440.004719132226,0,0,-36.4,4857,999,1,12760337.871577293,3190084.467894323,0,0,52,93994,0
1.1,37227.91211016828,0,5191,0.14253627567139435,1,1861395.6055084136,47728.09244893368,0,0,-36.4,4857,999,1,13059100.897232,13059100.897232,0,0,39,93994,0
1.1,151901.82832329845,0,5191,0.2494320272709219,1,3038036.566465969,54250.65297260659,0,0,-36.4,4857,999,1,12179817.48256486,6089908.74128243,0,0,56,93994,0
1.1,29283.47921780097,0,5191,0.846766570419811,1,1464173.9608900484,43063.940026177894,0,0,-36.4,4857,999,1,1729135.2918716883,864567.6459358442,0,0,34,93994,0
1.1,153232.18279070032,0,5191,0.2153532365080125,1,3064643.655814006,54725.77956810725,0,0,-36.4,4857,999,1,14230775.935888857,1581197.326209873,0,0,56,93994,0
1.1,10000.0,0,5191,0.029272521689039495,1,500000.0,12820.51282051282,0,0,-36.4,4857,999,1,17080865.301304564,3416173.060260913,0,0,39,93994,0
1.1,46438.05008750448,0,5191,1.1439218473321573,1,2321902.504375224,43809.48121462687,0,0,-36.4,4857,999,1,2029773.7208099847,289967.6744014264,0,0,53,93994,0
1.1,31740.941364763425,0,5191,0.08103292071103292,1,1587047.0682381713,41764.39653258346,0,0,-36.4,4857,999,1,19585213.692317143,6528404.564105715,0,0,38,93994,0
1.1,24019.85299068265,0,5191,0.11486000680377435,1,1200992.6495341326,28595.063084146015,0,0,-36.4,4857,999,1,10456142.942651013,3485380.980883671,0,0,42,93994,0
1.1,31835.215530710047,0,5191,0.09449847248225388,1,1591760.7765355024,45478.87932958578,0,0,-36.4,4857,999,1,16844301.656139717,16844301.656139717,0,0,35,93994,0
1.1,10000.0,0,5191,0.028739806465345238,1,500000.0,12500.0,0,0,-36.4,4857,999,1,17397472.756224204,2174684.0945280255,0,0,40,93994,0
1.1,25606.56224324976,0,5191,0.11711022625256227,1,1280328.112162488,25104.472787499766,0,0,-36.4,4857,999,1,10932675.592320235,3644225.1974400785,0,0,51,93994,0
1.1,37142.25143023493,0,5191,0.20440670927299256,1,1857112.5715117464,30951.87619186244,0,0,-36.4,4857,999,1,9085379.722206209,9085379.722206209,0,0,60,93994,0
1.1,59557.88089483032,0,5191,0.1583676827492394,1,2977894.044741516,76356.25755747478,0,0,-36.4,4857,999,1,18803672.52362173,3133945.4206036218,0,0,39,93994,0
1.1,19634.595634527053,0,5191,0.19247606359541813,1,981729.7817263526,19249.603563261815,0,0,-36.4,4857,999,1,5100529.195099991,728647.0278714272,0,0,51,93994,0
1.1,13830.127942136249,0,5191,4.60929994349228,1,691506.3971068123,16081.544118763077,0,0,-36.4,4857,999,1,150024.16974038057,21432.024248625796,0,0,43,93994,0
1.1,19964.85912830927,0,5191,0.42621280462310346,1,998242.9564154636,41593.45651731098,0,0,-36.4,4857,999,1,2342123.3374210843,468424.66748421686,0,0,24,93994,0
1.1,48308.042354041485,0,5191,0.16488211918156603,1,2415402.1177020743,60385.05294255186,0,0,-36.4,4857,999,1,14649266.57718576,1627696.2863539732,0,0,40,93994,0
1.1,36575.02219319369,0,5191,0.2607249823352449,1,1828751.1096596844,43541.69308713534,0,0,-36.4,4857,999,1,7014100.042428014,876762.5053035017,0,0,42,93994,0
1.1,19404.795924659225,0,5191,0.9686884550581392,1,970239.7962329612,24877.943493152852,0,0,-36.4,4857,999,1,1001601.4861813636,143085.92659733765,0,0,39,93994,0
1.1,40265.348662267126,0,5191,0.2016101353267488,1,2013267.433113356,37282.73024283993,0,0,-36.4,4857,999,1,9985943.563057784,9985943.563057784,0,0,54,93994,0
1.1,31941.55098696081,0,5191,0.17525308079119473,1,1502287.936143504,34936.92874752335,0,0,-36.4,4857,999,1,8572105.719119454,1714421.1438238907,0,0,43,93994,0
1.1,49372.89981065778,0,5191,0.2309830746816851,1,2468644.990532889,57410.34861704393,0,0,-36.4,4857,999,1,10687557.92576966,1781259.6542949434,0,0,43,93994,0
1.1,15958.938122452952,0,5191,0.08577371720726198,1,797946.9061226476,18135.1569573329,0,0,-36.4,4857,999,1,9302930.222722,4651465.111361,0,0,44,93994,0
1.1,23446.75706804464,0,5191,0.059292786231064376,1,1172337.8534022318,31684.80684870897,0,0,-36.4,4857,999,1,19772014.90976699,3295335.8182944986,0,0,37,93994,0
1.1,22157.83693735685,0,5191,0.06692960653529845,1,1107891.8468678424,24084.605366692227,0,0,-36.4,4857,999,1,16553090.690642923,3310618.1381285847,0,0,46,93994,0
1.1,10000.0,0,5191,0.5318516944760777,1,500000.0,11904.761904761905,1,0,-36.4,4857,999,1,940111.6987932988,134301.67125618554,0,0,42,93994,0
1.1,35922.40554129152,0,5191,0.10747713502719808,1,1796120.277064576,49892.22991846045,0,0,-36.4,4857,999,1,16711650.12548996,4177912.53137249,0,0,36,93994,0
1.1,35221.105443597786,0,5191,0.11284488938814186,1,1761055.2721798893,32612.134669997948,0,0,-36.4,4857,999,1,15605981.641955929,1733997.9602173255,0,0,54,93994,0
1.1,30102.26913284921,0,5191,0.888370873775545,1,1505113.4566424608,29512.028561616877,0,0,-36.4,4857,999,1,1694239.985880876,282373.330980146,0,0,51,93994,0
1.1,25308.25733249706,0,5191,0.26338242030633086,1,1265412.866624853,23433.571604163946,0,0,-36.4,4857,999,1,4804469.733223257,1201117.4333058142,0,0,54,93994,0
1.1,10000.0,0,5191,0.0335050543874774,1,500000.0,10204.081632653062,0,0,-36.4,4857,999,1,14923121.574960832,1658124.6194400925,0,0,49,93994,0
1.1,21587.09354469282,0,5191,0.09914361092767786,1,1079354.677234641,31745.725801018853,0,0,-36.4,4857,999,1,10886779.966305608,10886779.966305608,0,0,34,93994,0
1.1,23145.709669464613,0,5191,0.2830831619383665,1,1157285.4834732306,30454.881144032384,0,0,-36.4,4857,999,1,4088146.661740331,1022036.6654350827,0,0,38,93994,0
1.1,13954.454615567622,0,5191,0.06126588073196903,1,697722.7307783811,16612.445970913835,0,0,-36.4,4857,999,1,11388438.759753335,2277687.7519506672,0,0,42,93994,0
1.1,26774.28576667982,0,5191,0.0960170862973718,1,1338714.2883339908,39373.94965688208,0,0,-36.4,4857,999,1,13942458.993057722,3485614.7482644306,0,0,34,93994,0
1.1,38081.01713629077,0,5191,0.3533587569921781,1,1904050.8568145384,44280.252484059034,0,0,-36.4,4857,999,1,5388435.461517899,5388435.461517899,0,0,43,93994,0
1.1,169309.29506052652,0,5191,0.17899662474106598,1,3386185.90121053,102611.69397607667,0,0,-36.4,4857,999,1,18917596.38545665,18917596.38545665,0,0,33,93994,0
1.1,33491.55625663678,0,5191,0.20619871699006145,1,1674577.812831839,52330.55665099497,0,0,-36.4,4857,999,1,8121184.444191046,8121184.444191046,0,0,32,93994,0
1.1,35151.00781445529,0,5191,0.1175667129210664,1,1757550.3907227644,40873.26490052941,0,0,-36.4,4857,999,1,14949387.858643062,2989877.5717286123,0,0,43,93994,0
1.1,28511.081684676657,0,5191,0.10968618050619475,1,1425554.0842338328,32398.956459859837,0,0,-36.4,4857,999,1,12996660.815929512,2599332.1631859024,0,0,44,93994,0
1.1,10000.0,0,5191,0.07415757011042161,1,500000.0,14285.714285714286,0,0,-36.4,4857,999,1,6742399.99039199,1123733.3317319984,0,0,35,93994,0
1.1,29469.722491015666,0,5191,0.09932250169066603,1,1473486.124550783,40930.17012641064,0,0,-36.4,4857,999,1,14835370.630714348,3708842.657678587,0,0,36,93994,0
1.1,31204.60419882053,0,5191,0.13286780066016873,1,1560230.2099410263,40005.90281900067,0,0,-36.4,4857,999,1,11742726.245101113,2348545.2490202226,0,0,39,93994,0
1.1,198162.10562426437,0,5191,0.27581582507687175,1,3963242.1124852863,101621.59262782785,0,0,-36.4,4857,999,1,14369161.419148823,3592290.354787206,0,0,39,93994,0
1.1,26152.78070437755,0,5191,0.10685870819153044,1,1307639.0352188775,43587.96784062925,0,0,-36.4,4857,999,1,12237084.439343056,2039514.0732238425,0,0,30,93994,0
1.1,36030.946846672254,0,5191,0.15666511573573155,1,1801547.3423336125,60051.57807778708,0,0,-36.4,4857,999,1,11499352.19383828,1916558.6989730466,0,0,30,93994,0
1.1,29305.76460589513,0,5191,0.07579593146991266,1,1465288.2302947566,41865.37800842162,0,0,-36.4,4857,999,1,19332016.92859208,19332016.92859208,0,0,35,93994,0
1.1,10000.0,0,5191,0.030371826590989845,1,500000.0,12500.0,0,0,-36.4,4857,999,1,16462625.2722097,5487541.757403233,0,0,40,93994,0
1.1,52856.45629030041,0,5191,0.40268068643204163,1,2642822.8145150207,67764.6875516672,0,0,-36.4,4857,999,1,6563073.183200795,6563073.183200795,0,0,39,93994,0
1.1,45038.66065373548,0,5191,0.14063764070861257,1,2251933.032686774,45038.66065373548,0,0,-36.4,4857,999,1,16012306.672241176,2668717.7787068626,0,0,50,93994,0
1.1,45820.63894086094,0,5191,0.12709665262943665,1,2291031.947043047,58744.40889853966,0,0,-36.4,4857,999,1,18025903.118965577,3004317.186494263,0,0,39,93994,0
1.1,11812.250904105222,0,5191,0.035543098618851854,1,590612.5452052611,11357.933561639637,0,0,-36.4,4857,999,1,16616799.551967133,2769466.591994522,0,0,52,93994,0
1.1,58055.88621872198,0,5191,0.2353117267068069,1,2902794.310936099,65972.59797582043,0,0,-36.4,4857,999,1,12335952.617240004,1541994.0771550005,0,0,44,93994,0
1.1,10000.0,0,5191,0.02844415679926608,1,500000.0,10416.666666666666,0,0,-36.4,4857,999,1,17578302.761040226,2929717.1268400378,0,0,48,93994,0
1.1,41737.14187600541,0,5191,0.16998419584935015,1,2086857.0938002705,36611.527961408254,0,0,-36.4,4857,999,1,12276771.280841686,12276771.280841686,0,0,57,93994,0
1.1,184522.7812904989,0,5191,33.149886647407364,1,3690455.625809978,102512.6562724994,0,0,-36.4,4857,999,1,111326.34223045244,13915.792778806555,0,0,36,93994,0
1.1,10189.273497386232,0,5191,0.08068783900276012,1,509463.6748693116,14151.768746369768,0,0,-36.4,4857,999,1,6314008.172308149,789251.0215385186,0,0,36,93994,0
1.1,18674.045407944563,0,5191,0.09652942759460063,1,933702.270397228,23342.5567599307,0,0,-36.4,4857,999,1,9672721.507461363,2418180.376865341,0,0,40,93994,0
1.1,31993.027301752823,0,5191,0.2159478514613386,1,1502287.936143504,36641.16917423181,0,0,-36.4,4857,999,1,6956716.29042561,869589.5363032012,0,0,41,93994,0
1.1,19930.48691767601,0,5191,0.08900156105020461,1,996524.3458838008,27681.23183010558,0,0,-36.4,4857,999,1,11196706.373741854,1866117.7289569757,0,0,36,93994,0
1.1,10000.0,0,5191,0.027616720083456465,1,500000.0,17857.14285714286,0,0,-36.4,4857,999,1,18104974.03344868,3620994.8066897364,0,0,28,93994,0
1.1,31371.259496120547,0,5191,0.1494467387531043,1,1568562.9748060273,29595.527826528814,0,0,-36.4,4857,999,1,10495799.292063477,10495799.292063477,0,0,53,93994,0
1.1,10000.0,0,5191,0.07114175793468683,1,500000.0,15151.515151515152,0,0,-36.4,4857,999,1,7028221.040855294,1757055.2602138235,0,0,33,93994,0
1.1,39471.84861270364,0,5191,0.17533517664787915,1,1973592.4306351815,73096.01594945116,0,0,-36.4,4857,999,1,11256112.255207598,1876018.7092012663,0,0,27,93994,0
1.1,11611.515315323935,0,5191,0.05232014457769478,1,580575.7657661969,13823.232518242783,0,0,-36.4,4857,999,1,11096600.945053753,2219320.1890107505,0,0,42,93994,0
1.1,152496.72025087697,0,5191,0.6167005586043692,1,3049934.4050175394,70928.70709343115,0,0,-36.4,4857,999,1,4945567.767799215,549507.5297554684,0,0,43,93994,0
1.1,14334.93415327526,0,5191,0.8109578945515166,1,1502287.936143504,55640.293931240885,0,0,-36.4,4857,999,1,1852485.740920388,264640.820131484,0,0,27,93994,0
1.1,23558.76967588649,0,5191,0.06201635519888724,1,1177938.4837943246,37998.015606268535,0,0,-36.4,4857,999,1,18993997.30952683,18993997.30952683,0,0,31,93994,0
1.1,46270.3443473934,0,5191,0.31388863401133654,1,2313517.2173696696,42842.91143277166,0,0,-36.4,4857,999,1,7370503.314516682,3685251.657258341,0,0,54,93994,0
1.1,10000.0,0,5191,0.05671146452963581,1,500000.0,9615.384615384615,0,0,-36.4,4857,999,1,8816559.476059979,1259508.496579997,0,0,52,93994,0
1.1,34549.19869208259,0,5191,0.2128981877081231,1,1502287.936143504,31963.573109436256,0,0,-36.4,4857,999,1,7056367.892633707,2352122.6308779023,0,0,47,93994,0
1.1,56142.85508564856,0,5191,0.14999064437340315,1,2807142.754282428,57288.627638416896,0,0,-36.4,4857,999,1,18715452.32710661,18715452.32710661,0,0,49,93994,0
1.1,10000.0,0,5191,0.6981368723321015,1,500000.0,15625.0,0,0,-36.4,4857,999,1,716191.9385947454,119365.32309912423,0,0,32,93994,0
1.1,33692.677170646086,0,5191,0.1004470629653609,1,1684633.8585323042,34380.28282718988,0,0,-36.4,4857,999,1,16771360.045771064,16771360.045771064,0,0,49,93994,0
1.1,35197.65588496847,0,5191,0.7081006844603563,1,1502287.936143504,26826.570288276856,0,0,-36.4,4857,999,1,2121573.907654669,1060786.9538273346,0,0,56,93994,0
1.1,45636.45743554621,0,5191,0.31763113401231835,1,2281822.8717773105,54329.115994697866,0,0,-36.4,4857,999,1,7183876.60225026,897984.5752812825,0,0,42,93994,0
1.1,10000.0,0,5191,0.1519890644345912,1,500000.0,11363.636363636364,0,0,-36.4,4857,999,1,3289710.36080807,1644855.180404035,0,0,44,93994,0
1.1,10000.0,0,5191,1.4102468133993167,1,500000.0,8333.333333333334,0,0,-36.4,4857,999,1,354547.8672593342,50649.695322762025,0,0,60,93994,0
1.1,40438.83131233796,0,5191,0.4814313978564403,1,2021941.5656168975,56165.043489358264,0,0,-36.4,4857,999,1,4199853.9659430925,466650.4406603436,0,0,36,93994,0
1.1,35939.693464663724,0,5191,0.10024873356599727,1,1796984.673233186,57967.24752365116,0,0,-36.4,4857,999,1,17925260.592445966,2240657.5740557457,0,0,31,93994,0
1.1,35009.85700691753,0,5191,0.13929897653822246,1,1750492.8503458763,33028.16698765804,0,0,-36.4,4857,999,1,12566444.44810803,1570805.5560135038,0,0,53,93994,0
1.1,36928.96418993952,0,5191,0.7688234941540688,1,1846448.209496976,41032.182433266134,0,0,-36.4,4857,999,1,2401654.246438723,800551.4154795744,0,0,45,93994,0
1.1,16399.505568430184,0,5191,0.04270822116265721,1,819975.2784215092,22161.49401139214,0,0,-36.4,4857,999,1,19199471.579454847,9599735.789727423,0,0,37,93994,0
1.1,34645.07394322007,0,5191,0.09322648118588908,1,1732253.6971610037,36856.46164172349,0,0,-36.4,4857,999,1,18581133.54838497,3096855.5913974945,0,0,47,93994,0
1.1,35861.44946597362,0,5191,0.09567087814069523,1,1793072.4732986812,36593.315781605736,0,0,-36.4,4857,999,1,18742092.767892838,3748418.5535785677,0,0,49,93994,0
1.1,15712.971639472644,0,5191,0.1479219834372194,1,785648.5819736322,22447.10234210378,0,0,-36.4,4857,999,1,5311236.124055048,758748.0177221497,0,0,35,93994,0
1.1,168288.72555723783,0,5191,0.210377533879295,1,3365774.5111447563,88573.0134511778,0,0,-36.4,4857,999,1,15998735.459442563,2666455.9099070937,0,0,38,93994,0
